"BehaviorSpace results (NetLogo 6.0.3)"
"Project_structure.nlogo"
"Main experiment - just final result"
"11/14/2018 18:11:17:764 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","technology-increase","[step]","municipality-stats 0","municipality-stats 1","municipality-stats 2","municipality-stats 3","municipality-stats 4","municipality-stats 5","municipality-stats 6","municipality-stats 7","municipality-stats 8","municipality-stats 9"
"640","0.5","240","59156,-0.03,0.5,1,0.5,9,true,true,154","21481,-0.17,1,0.5,0.75,3,false,true,240","29210,-0.03,0.75,0.75,0.25,18,false,true,144","38722,-0.18,1,0.5,1,6,true,false,240","17998,-0.16,0.75,0.75,0.75,3,true,true,240","21286,-0.19,0.5,1,0.5,9,false,true,240","43651,-0.03,0.5,1,0.5,3,false,true,240","25358,-0.03,1,0.5,0.25,15,false,false,156","40323,-0.03,0.75,0.75,0.5,6,false,true,144","38208,-0.21,0.5,1,0.75,3,false,false,240"
"639","0.5","240","41423,-0.07,1,0.5,1,6,false,true,240","36106,-0.02,0.75,0.75,0.5,9,true,true,156","63107,-0.02,0.75,0.75,0.5,15,false,true,168","37723,-0.15,0.75,0.75,1,9,true,true,240","18214,-0.09,0.5,1,0.25,15,false,false,240","48935,-0.12,0.5,1,1,18,true,false,240","22564,-0.06,1,0.5,0.5,18,false,false,228","49505,-0.12,0.5,1,1,15,true,true,240","58107,-0.06,0.75,0.75,0.5,6,false,false,228","20700,-0.04,1,0.5,1,15,false,true,216"
"642","0.5","240","46303,-0.14,0.5,1,0.75,9,false,false,240","32286,-0.1,1,0.5,0.25,9,false,true,240","37628,-0.14,0.5,1,0.25,6,true,false,240","43420,-0.24,0.75,0.75,0.25,18,true,false,240","37458,-0.18,1,0.5,0.75,15,true,false,240","40261,-0.1,1,0.5,0.5,12,false,true,240","30807,-0.21,0.75,0.75,0.75,15,true,false,240","23785,-0.15,0.5,1,1,18,true,true,240","54833,-0.1,0.5,1,0.5,9,false,true,240","37427,-0.2,1,0.5,1,15,false,true,240"
"644","0.5","240","36594,-0.12,0.5,1,0.75,9,true,false,240","20353,-0.09,0.75,0.75,0.5,6,false,true,240","43891,-0.16,1,0.5,1,3,true,false,240","25529,-0.08,0.5,1,1,18,false,true,240","61211,-0.09,0.5,1,0.25,3,true,false,240","28667,-0.09,0.75,0.75,0.75,15,true,false,240","23246,-0.09,1,0.5,0.75,15,true,false,240","58232,-0.09,1,0.5,1,15,false,false,240","48155,-0.11,0.75,0.75,0.5,15,true,true,240","23645,-0.15,0.75,0.75,0.25,15,false,false,236"
"643","0.5","240","23881,-0.04,1,0.5,0.75,15,false,false,196","20921,-0.03,0.5,1,0.25,6,true,true,192","46181,-0.08,0.5,1,1,9,false,true,146","37911,-0.11,0.5,1,1,6,true,false,240","48107,-0.03,0.5,1,0.25,9,false,false,240","27617,-0.13,0.5,1,1,9,true,true,240","22609,-0.11,0.75,0.75,0.75,9,true,false,240","19236,-0.2,0.75,0.75,0.25,18,true,true,204","19131,-0.14,0.75,0.75,1,18,true,false,240","25738,-0.08,0.5,1,0.5,15,true,true,240"
"645","0.5","240","37512,-0.04,0.75,0.75,0.25,15,false,true,147","38221,-0.02,1,0.5,0.25,18,false,true,156","53394,-0.08,0.75,0.75,0.5,3,false,false,228","58422,-0.03,0.5,1,0.25,12,true,true,168","35270,-0.07,0.5,1,0.75,9,false,false,228","16778,-0.06,1,0.5,0.5,6,true,false,228","26408,-0.13,1,0.5,0.75,6,true,false,240","21625,-0.15,1,0.5,0.75,12,true,false,204","42693,-0.02,1,0.5,0.25,12,false,false,240","41825,-0.03,0.5,1,0.25,3,false,false,156"
"648","0.5","240","30245,-0.07,0.75,0.75,0.75,9,false,true,228","33284,-0.01,1,0.5,0.25,15,true,true,204","26371,-0.03,0.5,1,1,18,false,true,156","36966,-0.08,0.75,0.75,0.25,9,true,false,240","51478,-0.04,1,0.5,0.75,3,false,false,192","40324,-0.07,0.75,0.75,0.5,6,true,false,228","38921,-0.07,0.75,0.75,0.5,3,true,false,228","27998,-0.03,0.75,0.75,0.5,9,false,true,156","39750,-0.05,1,0.5,0.75,12,true,true,240","33512,-0.12,0.5,1,1,6,true,false,228"
"646","0.5","240","16098,-0.04,0.5,1,0.5,15,false,true,157","30750,-0.06,0.5,1,0.75,12,true,false,240","32152,-0.13,1,0.5,1,15,true,false,240","43734,-0.08,0.5,1,0.75,9,true,true,192","56911,-0.13,0.75,0.75,1,18,true,false,240","17217,-0.02,0.5,1,0.5,18,true,true,168","32114,-0.03,0.75,0.75,0.5,9,false,true,144","39530,-0.03,1,0.5,1,6,false,false,210","48267,-0.13,1,0.5,1,3,true,true,240","38232,0,1,0.5,0.5,18,false,false,216"
"649","0.5","240","39455,-0.13,0.75,0.75,0.5,12,false,false,240","28038,-0.2,0.75,0.75,1,3,true,true,240","53915,-0.21,0.75,0.75,0.5,3,true,false,240","24776,-0.14,0.75,0.75,0.5,6,true,true,240","30332,-0.21,0.5,1,1,12,true,false,240","23735,-0.22,1,0.5,0.75,18,false,true,240","31524,-0.25,0.75,0.75,0.75,3,true,true,240","34057,-0.23,0.75,0.75,0.75,18,true,false,240","23919,-0.14,1,0.5,0.5,6,false,true,240","49902,-0.2,1,0.5,1,3,false,false,240"
"650","0.5","240","45460,-0.19,0.5,1,0.75,18,true,true,240","20642,-0.14,0.75,0.75,0.25,18,true,true,240","28726,-0.21,0.75,0.75,0.25,18,true,true,240","43738,-0.17,0.5,1,0.5,12,false,true,240","27274,-0.16,0.5,1,0.5,6,false,false,240","17776,-0.16,1,0.5,0.75,15,false,false,240","37645,-0.21,0.5,1,0.5,15,false,true,240","25663,-0.17,1,0.5,0.75,12,false,true,240","47554,-0.17,0.75,0.75,0.5,18,true,false,240","54524,-0.2,0.5,1,0.5,3,true,true,240"
"651","0.5","240","42761,-0.02,1,0.5,0.25,12,true,true,204","18580,-0.01,1,0.5,0.25,15,true,false,168","36616,-0.07,0.5,1,0.5,18,true,false,228","23446,-0.02,1,0.5,0.25,15,true,true,156","45260,-0.02,1,0.5,0.25,3,true,false,132","33834,-0.02,1,0.5,0.25,9,true,true,168","27076,-0.03,0.5,1,0.25,9,false,false,228","46467,-0.03,0.5,1,0.25,18,false,true,132","19060,-0.04,0.75,0.75,0.25,12,false,true,156","15032,-0.01,1,0.5,0.25,18,true,true,156"
"647","0.5","240","48657,-0.02,1,0.5,0.25,15,true,true,168","29317,0,1,0.5,0.75,6,false,false,192","39071,-0.02,1,0.5,1,3,false,true,145","38271,-0.07,1,0.5,1,18,true,false,228","28177,-0.04,0.5,1,0.5,9,false,true,156","53217,-0.03,1,0.5,0.5,15,true,false,221","43264,-0.06,0.75,0.75,1,6,true,true,228","37032,-0.02,0.75,0.75,1,3,false,true,217","23255,-0.04,0.75,0.75,0.25,9,false,true,168","28426,-0.01,1,0.5,0.25,18,true,true,168"
"653","0.5","240","58679,-0.09,0.5,1,0.5,3,true,true,240","31211,-0.1,0.75,0.75,0.5,12,true,true,240","48110,-0.12,0.75,0.75,0.75,15,false,false,240","35961,-0.1,0.5,1,0.75,3,false,true,240","17491,-0.18,0.5,1,0.75,15,true,false,240","19875,-0.07,1,0.5,0.5,6,false,false,240","56533,-0.08,0.75,0.75,0.25,18,true,true,240","42269,-0.12,0.75,0.75,0.5,6,true,false,240","33363,-0.13,1,0.5,1,9,true,false,240","29108,-0.07,1,0.5,0.5,15,false,false,237"
"654","0.5","240","48890,-0.09,1,0.5,0.25,15,false,false,240","26521,-0.15,0.5,1,0.25,9,true,false,240","46022,-0.13,0.5,1,0.75,15,false,false,240","48029,-0.14,0.5,1,1,9,true,true,240","55964,-0.11,0.75,0.75,0.5,9,false,true,240","27666,-0.13,1,0.5,1,12,true,false,240","44153,-0.15,0.75,0.75,0.25,12,true,true,240","49254,-0.1,1,0.5,1,3,false,true,240","19857,-0.12,0.75,0.75,1,3,false,false,240","18865,-0.1,0.5,1,0.25,3,false,false,240"
"652","0.5","240","51376,-0.18,1,0.5,1,18,false,false,240","26825,-0.13,0.5,1,0.5,15,true,false,240","29289,-0.08,1,0.5,0.25,12,true,true,240","30796,-0.22,0.75,0.75,0.75,9,true,true,240","15711,-0.09,1,0.5,0.5,15,true,false,240","33440,-0.18,1,0.5,1,15,true,false,240","44245,-0.09,1,0.5,0.75,15,false,true,240","38199,-0.07,1,0.5,0.5,6,true,true,240","44895,-0.12,1,0.5,0.75,9,true,true,240","16789,-0.09,0.5,1,0.5,3,true,true,240"
"655","0.5","240","20479,-0.03,0.75,0.75,1,9,true,false,192","26393,-0.04,0.75,0.75,0.75,12,false,true,204","53876,-0.02,1,0.5,1,3,false,true,147","53869,-0.04,1,0.5,0.75,3,true,false,192","47855,-0.03,1,0.5,0.25,6,false,false,187","14315,-0.02,0.75,0.75,0.25,9,true,true,184","24158,-0.06,0.5,1,0.75,9,true,false,216","42444,-0.04,0.5,1,0.25,3,false,true,168","38112,-0.06,0.5,1,0.75,6,true,false,192","35084,0,1,0.5,0.5,3,true,true,204"
"656","0.5","240","44121,-0.06,0.75,0.75,0.75,12,false,true,228","16315,-0.12,1,0.5,0.5,6,true,true,240","43838,-0.17,0.5,1,1,3,true,false,240","26230,-0.13,0.75,0.75,1,15,true,false,240","29784,-0.14,0.5,1,0.5,12,false,false,240","35387,-0.15,1,0.5,0.5,15,true,true,240","24405,-0.1,1,0.5,0.75,12,false,false,240","20425,-0.01,0.75,0.75,0.75,3,false,true,228","55375,-0.04,0.75,0.75,0.25,12,false,true,156","36538,-0.14,1,0.5,1,12,true,true,240"
"657","0.5","240","48084,-0.1,0.75,0.75,1,15,true,false,240","19540,-0.02,1,0.5,1,18,true,false,228","33255,-0.01,1,0.5,0.75,6,true,true,144","28160,-0.02,0.75,0.75,1,12,true,false,240","14363,-0.03,0.75,0.75,0.25,9,false,true,168","44218,-0.01,0.75,0.75,0.25,15,false,false,192","64145,-0.03,0.5,1,0.75,3,false,true,144","20318,-0.01,0.75,0.75,0.75,3,true,true,144","18245,0,1,0.5,0.75,12,false,false,192","61365,-0.06,0.75,0.75,0.5,3,true,true,216"
"658","0.5","240","45358,-0.22,1,0.5,0.5,9,true,false,240","21105,-0.23,0.75,0.75,0.75,18,false,false,240","48864,-0.2,0.75,0.75,1,9,true,false,240","36103,-0.2,1,0.5,0.75,12,true,false,240","57999,-0.02,1,0.5,0.75,3,false,true,151","33333,-0.01,0.75,0.75,0.5,12,true,false,240","40014,-0.03,0.5,1,0.25,9,true,true,156","28749,-0.04,0.75,0.75,0.25,3,false,true,156","63886,-0.01,0.75,0.75,1,18,true,true,153","23824,-0.01,0.75,0.75,0.25,9,true,true,192"
"659","0.5","240","43821,-0.16,0.75,0.75,0.75,6,true,false,240","65967,-0.02,0.5,1,0.5,15,true,false,144","17265,-0.01,1,0.5,0.75,18,true,true,144","49005,-0.01,0.5,1,0.25,3,true,false,228","44321,-0.18,0.75,0.75,1,18,true,true,192","39105,-0.13,1,0.5,1,15,true,false,240","36956,-0.02,0.5,1,0.25,18,true,false,156","29662,-0.11,1,0.5,1,15,true,true,138","35384,-0.02,0.75,0.75,0.25,9,false,false,204","14245,-0.01,0.75,0.75,0.5,18,false,true,192"
"661","0.5","240","35290,-0.01,0.75,0.75,0.5,18,false,false,224","26072,-0.07,1,0.5,0.25,6,true,false,228","25282,-0.06,1,0.5,1,18,false,true,228","23684,-0.05,0.75,0.75,0.75,15,true,false,204","40706,-0.05,1,0.5,1,12,false,true,228","33115,-0.07,0.5,1,0.5,6,true,false,216","26680,-0.05,0.75,0.75,1,18,false,false,228","49174,-0.01,1,0.5,0.75,6,false,true,216","56460,-0.06,0.75,0.75,0.75,12,true,true,160","14833,-0.09,0.5,1,0.25,15,true,true,204"
"660","0.5","240","44638,-0.2,1,0.5,1,6,false,false,240","45472,-0.16,1,0.5,0.75,9,false,false,240","53213,-0.17,0.5,1,0.25,3,false,false,240","13931,-0.27,1,0.5,0.25,18,false,false,240","50247,-0.18,0.5,1,0.5,6,true,true,240","39880,-0.24,0.5,1,1,15,false,false,240","26421,-0.21,0.5,1,0.75,18,false,true,240","33527,-0.21,0.75,0.75,1,12,true,true,240","31811,-0.14,0.75,0.75,0.75,6,false,true,240","23749,-0.29,0.75,0.75,0.25,3,false,false,240"
"663","0.5","240","50516,-0.14,0.5,1,0.5,9,true,false,240","25354,-0.01,0.5,1,1,12,true,false,132","26230,-0.21,1,0.5,0.75,3,true,true,240","36568,-0.02,0.75,0.75,0.75,12,false,true,144","51107,-0.17,1,0.5,0.5,9,true,false,240","32255,-0.14,0.5,1,0.75,12,false,false,240","25063,-0.02,0.75,0.75,0.25,15,false,false,155","43322,-0.12,0.75,0.75,0.75,3,false,true,240","38626,-0.02,0.75,0.75,0.25,6,false,false,228","46099,-0.14,1,0.5,1,18,false,false,240"
"662","0.5","240","51952,-0.14,1,0.5,1,3,false,true,240","29328,-0.14,1,0.5,1,9,false,false,240","47693,-0.07,0.5,1,0.25,9,true,false,240","53862,-0.06,1,0.5,0.5,18,false,false,204","21994,-0.07,0.75,0.75,0.75,6,false,false,228","45780,-0.03,0.75,0.75,0.25,9,false,true,204","40487,-0.16,0.75,0.75,1,9,true,true,240","59395,-0.02,1,0.5,0.25,15,true,true,168","27629,-0.02,0.5,1,0.5,9,true,true,192","53611,-0.17,0.75,0.75,0.75,6,true,true,240"
"664","0.5","240","55583,-0.19,0.5,1,0.75,3,true,false,240","46669,-0.08,0.75,0.75,0.5,18,false,true,240","45161,-0.09,0.5,1,0.5,9,true,true,240","50826,-0.11,0.75,0.75,0.25,12,false,true,240","42237,-0.22,0.5,1,1,6,true,true,240","62411,-0.06,1,0.5,0.75,6,false,false,228","31847,-0.18,0.5,1,0.5,15,true,false,240","24913,-0.07,1,0.5,0.75,9,false,true,234","26667,-0.1,1,0.5,0.75,6,false,false,240","17849,-0.21,0.75,0.75,0.75,9,true,false,240"
"665","0.5","240","22493,-0.15,1,0.5,0.75,6,true,false,240","43600,-0.14,0.5,1,0.25,9,true,false,240","34149,-0.16,1,0.5,0.75,12,false,false,240","47370,-0.14,0.75,0.75,0.5,6,false,false,240","43682,-0.13,1,0.5,1,12,false,false,240","52433,-0.17,0.5,1,1,3,false,true,240","27287,-0.14,0.75,0.75,0.25,15,true,false,240","43725,-0.17,0.5,1,0.5,3,false,true,240","42278,-0.22,0.75,0.75,0.25,12,false,false,240","28737,-0.16,0.75,0.75,0.25,12,false,false,240"
"666","0.5","240","29096,-0.08,0.5,1,0.5,9,true,true,240","49255,-0.12,0.75,0.75,1,3,false,true,240","46749,-0.13,0.5,1,0.75,18,true,true,240","28629,-0.13,0.5,1,0.5,15,true,true,240","24366,-0.1,0.5,1,1,9,true,false,240","48159,-0.09,0.75,0.75,1,9,true,false,240","53826,-0.1,0.75,0.75,1,9,true,false,240","62035,-0.1,0.75,0.75,0.25,3,false,false,240","57412,-0.14,0.5,1,1,15,true,true,240","32914,-0.1,0.75,0.75,0.25,15,false,true,240"
"668","0.5","240","17501,-0.08,0.5,1,0.5,12,true,true,229","55182,-0.02,0.5,1,0.25,15,true,false,228","29863,-0.08,0.5,1,0.5,18,true,true,204","35001,-0.05,1,0.5,0.75,18,false,false,204","49264,-0.05,1,0.5,0.75,6,true,false,204","59472,-0.07,0.75,0.75,1,6,false,true,240","53662,-0.01,1,0.5,1,9,false,true,144","53180,-0.04,0.75,0.75,1,15,true,false,216","52558,-0.06,0.5,1,0.75,3,true,false,210","25206,-0.03,0.5,1,0.25,6,false,false,168"
"667","0.5","240","51723,-0.09,0.5,1,0.5,15,true,true,240","38443,-0.08,0.5,1,0.5,3,true,false,240","22848,-0.07,0.5,1,0.5,15,true,false,227","46378,-0.1,0.75,0.75,0.75,9,true,false,240","41992,-0.06,1,0.5,0.75,12,false,true,213","28235,-0.13,1,0.5,1,18,true,false,240","21528,-0.08,0.75,0.75,0.25,18,true,true,240","30311,-0.06,0.75,0.75,0.5,9,true,false,216","63065,-0.11,0.75,0.75,1,18,true,false,240","21976,-0.08,0.75,0.75,0.25,6,true,false,240"
"669","0.5","240","18481,-0.08,1,0.5,1,12,false,false,240","44853,-0.1,0.5,1,0.25,9,true,true,240","54190,-0.12,1,0.5,0.5,12,false,false,240","30160,-0.07,1,0.5,1,12,false,false,240","30986,-0.1,0.5,1,0.5,18,false,true,240","23132,-0.14,1,0.5,1,9,true,true,240","22181,-0.11,0.75,0.75,0.75,15,false,false,240","28811,-0.13,0.75,0.75,0.75,12,true,false,240","41340,-0.11,0.5,1,0.25,18,true,true,240","57505,-0.11,1,0.5,0.75,6,false,false,240"
"670","0.5","240","40298,-0.08,0.75,0.75,0.25,3,true,true,228","53508,-0.11,1,0.5,0.75,9,false,false,240","29126,-0.11,0.75,0.75,0.25,3,true,true,240","18852,-0.11,1,0.5,1,6,false,true,240","40491,-0.02,0.75,0.75,0.25,15,false,false,240","58618,-0.07,1,0.5,0.5,6,true,true,168","23729,-0.02,0.5,1,0.5,3,true,true,156","50700,-0.14,0.75,0.75,0.75,18,false,true,228","50308,-0.03,0.5,1,0.25,9,false,true,204","35054,-0.14,1,0.5,0.75,12,true,true,240"
"673","0.5","240","24631,-0.16,0.75,0.75,0.75,15,true,true,240","48991,-0.16,0.75,0.75,0.75,3,true,false,240","37306,-0.21,0.5,1,0.25,3,true,true,240","21180,-0.12,0.75,0.75,0.75,9,false,false,240","30913,-0.14,0.5,1,1,18,false,false,240","41221,-0.16,0.5,1,1,9,true,false,240","54856,-0.13,0.75,0.75,1,12,false,true,240","17737,-0.17,0.75,0.75,1,15,false,true,240","14000,-0.27,1,0.5,0.25,3,false,false,240","23300,-0.16,1,0.5,0.75,9,false,false,240"
"674","0.5","240","42615,-0.13,0.5,1,0.75,18,false,false,240","24763,-0.14,1,0.5,1,9,true,true,240","47234,-0.13,0.75,0.75,0.75,6,true,true,240","53547,-0.08,0.75,0.75,0.5,18,false,true,240","28578,-0.17,0.75,0.75,1,9,false,false,240","28445,-0.1,1,0.5,0.5,12,true,false,240","16976,-0.08,0.75,0.75,0.5,3,false,false,228","21062,-0.09,0.5,1,0.75,12,false,true,240","39727,-0.15,1,0.5,1,6,true,true,240","43506,-0.14,0.75,0.75,1,6,true,false,240"
"672","0.5","240","20646,-0.19,1,0.5,0.25,9,true,false,240","32934,-0.14,0.5,1,1,9,false,false,240","37658,-0.12,0.75,0.75,1,15,false,true,240","44280,-0.1,0.5,1,0.75,9,false,true,240","24531,-0.08,1,0.5,0.5,3,false,true,240","24822,-0.09,1,0.5,1,9,true,false,240","35201,-0.15,0.5,1,0.25,9,true,false,240","18583,-0.07,1,0.5,1,18,false,false,240","43873,-0.12,0.75,0.75,0.25,18,true,true,240","50030,-0.15,1,0.5,0.25,12,false,false,240"
"671","0.5","240","48345,-0.1,1,0.5,0.75,3,false,false,240","25388,-0.02,0.75,0.75,0.5,6,true,true,156","38028,-0.12,0.5,1,0.25,15,true,true,240","23013,-0.14,0.5,1,1,9,false,false,240","32746,-0.08,0.75,0.75,0.5,9,false,false,216","34215,-0.03,0.5,1,0.5,18,false,false,144","22466,-0.01,1,0.5,0.25,9,false,false,228","51581,-0.08,0.75,0.75,0.5,6,false,false,228","20611,-0.02,1,0.5,0.75,6,false,false,144","33519,-0.15,0.75,0.75,0.25,3,true,false,240"
"675","0.5","240","48896,-0.1,0.75,0.75,0.25,9,false,false,240","31403,-0.1,0.5,1,0.5,15,false,true,240","44360,-0.04,1,0.5,0.75,9,false,false,240","52182,-0.15,1,0.5,0.25,3,true,true,240","42933,-0.07,1,0.5,0.25,15,false,false,228","47681,-0.09,1,0.5,0.75,18,true,false,240","57039,-0.12,0.5,1,1,18,true,false,240","34041,-0.1,0.5,1,0.5,18,false,true,240","22255,-0.1,0.5,1,0.25,12,false,true,240","17952,-0.08,0.75,0.75,0.75,12,false,true,237"
"676","0.5","240","24538,-0.02,0.75,0.75,0.75,6,false,false,138","26559,-0.01,1,0.5,0.75,6,true,true,144","37151,-0.06,0.75,0.75,1,3,false,false,192","38801,-0.01,1,0.5,0.75,9,true,false,138","22936,-0.16,0.75,0.75,0.75,9,true,false,240","42009,-0.01,0.5,1,1,6,true,true,132","53416,-0.08,1,0.5,1,6,false,true,240","41748,0.01,1,0.5,1,6,false,false,181","28664,-0.02,0.75,0.75,1,9,false,true,144","21152,-0.05,1,0.5,0.5,12,true,true,228"
"677","0.5","240","48530,-0.05,1,0.5,0.75,18,true,false,214","54673,-0.06,0.5,1,1,3,true,false,228","36033,-0.09,0.5,1,1,6,false,true,240","19959,-0.07,0.5,1,0.5,6,true,false,216","28001,-0.05,1,0.5,0.75,12,true,false,207","43668,-0.09,0.75,0.75,0.5,9,false,false,240","65350,-0.1,0.5,1,0.25,18,false,false,240","27480,-0.02,1,0.5,1,12,true,false,204","33288,-0.07,0.75,0.75,0.75,15,false,true,228","47050,-0.07,0.75,0.75,0.75,15,true,true,228"
"679","0.5","240","45812,-0.01,0.75,0.75,1,15,false,true,144","38385,-0.07,1,0.5,1,3,true,false,240","32400,-0.02,1,0.5,0.75,15,false,true,228","52350,-0.02,1,0.5,0.25,3,true,true,204","47374,-0.08,0.5,1,0.5,6,true,true,228","51473,-0.07,0.75,0.75,0.5,9,true,false,215","55337,-0.01,0.5,1,0.5,18,true,true,144","49117,-0.03,0.5,1,0.5,12,false,false,192","35163,-0.01,0.75,0.75,0.75,18,true,true,140","25144,-0.06,1,0.5,1,3,false,false,240"
"680","0.5","240","58866,-0.04,0.5,1,0.5,6,false,true,156","43271,-0.08,0.75,0.75,1,9,true,false,240","35954,-0.06,1,0.5,0.5,15,true,false,228","59214,-0.04,1,0.5,0.75,18,true,false,225","38063,-0.07,0.75,0.75,0.25,15,true,false,228","27230,-0.02,0.75,0.75,0.75,18,false,false,168","29558,-0.07,1,0.5,0.25,12,true,false,240","46989,-0.05,0.5,1,1,9,true,false,228","23351,-0.07,0.5,1,1,9,true,true,216","37444,-0.02,0.75,0.75,0.5,6,false,true,216"
"683","0.5","240","54667,0,0.75,0.75,0.75,3,true,true,173","42106,-0.18,0.75,0.75,0.75,12,false,false,240","33921,-0.01,1,0.5,0.5,12,true,true,140","18833,-0.01,0.75,0.75,1,9,false,false,144","53400,0,1,0.5,0.5,18,true,false,120","30854,-0.03,0.5,1,0.25,6,true,true,168","51897,-0.07,0.5,1,1,6,false,false,228","52498,-0.08,0.5,1,0.5,9,true,false,240","58078,-0.04,0.75,0.75,1,3,false,false,225","56073,-0.04,0.75,0.75,0.25,6,false,true,168"
"678","0.5","240","47594,-0.14,0.5,1,0.75,6,false,false,240","53059,-0.03,0.75,0.75,0.25,3,false,false,156","44028,-0.13,1,0.5,0.75,9,true,true,144","33317,-0.11,0.75,0.75,0.75,12,true,false,240","64352,-0.04,0.5,1,0.25,18,false,false,240","39564,-0.18,1,0.5,1,18,true,false,240","46222,-0.14,0.5,1,0.25,15,true,false,240","18123,-0.1,1,0.5,1,18,false,true,240","19940,-0.13,1,0.5,0.5,3,false,false,240","17848,-0.12,1,0.5,0.75,9,true,true,240"
"682","0.5","240","34552,-0.06,1,0.5,0.75,3,false,true,216","32272,-0.1,0.5,1,0.5,3,false,true,240","30658,-0.08,1,0.5,0.5,3,false,true,240","54189,-0.06,0.5,1,1,15,true,false,240","16037,-0.06,1,0.5,0.5,18,false,true,215","51091,-0.08,0.5,1,0.75,6,true,true,240","52986,-0.06,1,0.5,0.5,18,true,true,228","58896,-0.07,0.75,0.75,0.5,12,true,true,240","39779,-0.09,1,0.5,1,18,true,true,240","50072,-0.09,0.75,0.75,0.5,9,false,false,240"
"685","0.5","240","55931,-0.09,1,0.5,0.75,6,true,false,240","21665,-0.1,0.75,0.75,0.25,12,false,true,240","40900,-0.09,0.75,0.75,0.5,12,true,true,240","39200,-0.15,0.5,1,0.25,6,true,false,240","43465,-0.07,1,0.5,0.75,18,true,false,240","45051,-0.17,1,0.5,1,3,true,false,240","18600,-0.08,1,0.5,0.25,6,false,false,240","43150,-0.09,1,0.5,0.25,12,false,true,240","33076,-0.1,1,0.5,0.5,12,true,false,240","36075,-0.13,0.5,1,0.75,12,true,false,240"
"681","0.5","240","62316,-0.05,1,0.5,0.25,9,false,false,240","39244,-0.14,0.5,1,0.25,15,true,false,240","48060,-0.09,1,0.5,0.25,3,true,false,240","46168,-0.09,0.5,1,0.5,9,false,false,228","24774,-0.06,1,0.5,0.5,9,false,false,240","43011,-0.14,0.5,1,0.75,18,true,true,228","47353,-0.14,0.75,0.75,0.5,15,true,false,240","42966,-0.04,0.75,0.75,0.25,12,false,true,168","22394,-0.2,0.75,0.75,0.25,12,true,true,228","53316,-0.04,0.5,1,0.5,12,false,true,156"
"684","0.5","240","34111,-0.14,1,0.5,1,6,false,false,240","41767,-0.18,0.75,0.75,0.5,9,true,true,240","44528,-0.19,0.5,1,1,3,false,false,240","37168,-0.15,0.5,1,0.25,6,true,false,240","47643,-0.13,0.75,0.75,0.75,12,false,false,240","40502,-0.16,0.5,1,0.5,12,true,true,240","45015,-0.24,0.75,0.75,0.25,3,false,true,240","28259,-0.21,0.75,0.75,0.25,12,false,false,240","42655,-0.2,0.5,1,0.25,18,true,false,240","28190,-0.17,0.75,0.75,0.5,3,true,false,240"
"686","0.5","240","48917,-0.08,0.5,1,0.75,3,true,false,240","29515,-0.02,0.75,0.75,0.75,9,false,true,137","30094,-0.06,0.75,0.75,1,18,false,true,144","51212,-0.09,0.5,1,0.75,18,false,true,228","58408,-0.03,0.75,0.75,0.25,12,false,true,216","33158,-0.03,0.5,1,0.25,12,false,false,240","50310,-0.03,0.5,1,0.5,12,true,true,156","39446,-0.07,1,0.5,1,15,true,false,238","51620,-0.03,0.75,0.75,0.75,12,false,true,156","28525,-0.04,0.5,1,0.25,9,false,true,156"
"687","0.5","240","51042,-0.09,0.5,1,0.25,18,false,false,228","29362,-0.07,0.75,0.75,0.5,9,false,false,228","59024,-0.12,0.5,1,0.75,15,true,true,240","33517,-0.13,1,0.5,0.75,18,true,false,240","42107,-0.15,1,0.5,1,12,true,true,240","56257,-0.14,1,0.5,1,9,true,true,240","51272,-0.11,0.75,0.75,1,6,false,false,240","50616,-0.13,1,0.5,1,9,true,false,240","23871,-0.06,0.75,0.75,1,9,false,true,240","16028,-0.09,1,0.5,0.25,3,false,false,240"
"688","0.5","240","39094,-0.14,0.5,1,0.5,15,false,false,240","17460,-0.14,0.5,1,0.75,6,true,true,240","39739,-0.16,0.75,0.75,0.5,18,true,false,240","29533,-0.1,0.5,1,0.5,6,false,true,240","50541,-0.17,0.75,0.75,0.5,15,true,false,240","23006,-0.12,0.75,0.75,1,12,false,true,240","32340,-0.08,0.75,0.75,0.25,9,true,true,240","30841,-0.12,0.5,1,0.75,9,true,false,240","47629,-0.13,1,0.5,1,9,true,false,240","40253,-0.08,0.75,0.75,0.25,3,true,false,240"
"691","0.5","240","23330,-0.09,0.75,0.75,1,15,true,false,228","43468,-0.04,0.5,1,0.25,6,false,true,204","31205,-0.08,0.5,1,1,9,false,true,228","40002,-0.06,1,0.5,1,15,true,true,206","35038,-0.06,0.75,0.75,0.75,18,true,true,156","25499,-0.06,0.5,1,1,12,true,false,226","56889,-0.05,0.5,1,1,12,true,false,240","34869,-0.05,0.5,1,0.25,9,false,false,192","25487,-0.03,0.75,0.75,0.25,18,false,false,228","17040,-0.07,1,0.5,0.75,12,false,true,192"
