"technology.increase","kpi_expenditure","kpi_final_gap","kpi_failure_count","behavior_importance_tendency","behavior_knowledge_tendency","behavior_target_tendency","behavior_price_tendency","behavior_sq_investment","behavior_centralized"
"0.5",17302,-0.01,240,"0.75","0.75","0.25","6",TRUE,FALSE
"0.5",20066,-0.03,156,"1","0.5","0.25","6",FALSE,TRUE
"0.5",50369,-0.16,228,"0.75","0.75","0.25","9",TRUE,FALSE
"0.5",61228,-0.14,240,"0.75","0.75","1","15",TRUE,FALSE
"0.5",17379,-0.02,240,"0.5","1","0.25","3",TRUE,FALSE
"0.5",45023,-0.06,240,"0.75","0.75","0.5","12",TRUE,TRUE
"0.5",21671,-0.14,240,"1","0.5","0.25","3",TRUE,FALSE
"0.5",41337,-0.01,132,"0.5","1","0.75","12",TRUE,TRUE
"0.5",51091,-0.11,240,"1","0.5","0.75","6",TRUE,FALSE
"0.5",38135,-0.16,240,"1","0.5","1","15",TRUE,TRUE
"0.5",33800,-0.12,240,"1","0.5","1","15",FALSE,FALSE
"0.5",42502,-0.07,216,"0.5","1","1","12",TRUE,FALSE
"0.5",53086,-0.03,240,"0.5","1","0.25","6",FALSE,FALSE
"0.5",38868,-0.08,204,"0.5","1","0.75","15",FALSE,TRUE
"0.5",45841,-0.02,144,"0.5","1","0.5","15",TRUE,TRUE
"0.5",33423,-0.07,228,"0.5","1","0.5","15",TRUE,FALSE
"0.5",18819,-0.02,143,"1","0.5","0.75","9",FALSE,TRUE
"0.5",54818,-0.13,240,"0.5","1","1","15",TRUE,TRUE
"0.5",55336,-0.21,240,"0.75","0.75","1","15",FALSE,FALSE
"0.5",39422,-0.03,156,"0.75","0.75","0.75","6",FALSE,TRUE
"0.5",39343,-0.09,228,"0.5","1","0.5","9",TRUE,FALSE
"0.5",23371,-0.12,240,"0.5","1","1","6",TRUE,FALSE
"0.5",33681,-0.02,204,"0.75","0.75","0.25","15",FALSE,FALSE
"0.5",46481,-0.1,240,"0.5","1","0.5","12",FALSE,TRUE
"0.5",59501,-0.03,240,"0.5","1","0.25","6",FALSE,FALSE
"0.5",34082,-0.07,240,"1","0.5","0.5","18",TRUE,TRUE
"1",23604,-0.02,240,"0.5","1","1","9",FALSE,TRUE
"0.5",51239,-0.03,168,"0.75","0.75","0.75","15",TRUE,FALSE
"1",36694,-0.04,229,"1","0.5","0.75","18",TRUE,FALSE
"1",37117,0.08,180,"0.75","0.75","0.75","18",TRUE,FALSE
"1",56323,0.03,108,"0.5","1","0.25","3",FALSE,TRUE
"1",25264,0.03,168,"0.5","1","0.25","9",FALSE,TRUE
"1",56472,0.04,60,"0.75","0.75","0.75","3",FALSE,TRUE
"1",20459,0.04,197,"0.5","1","0.5","9",TRUE,FALSE
"1",55182,0.04,60,"0.5","1","1","6",FALSE,TRUE
"1",15286,0,216,"1","0.5","0.5","6",TRUE,FALSE
"1",56165,0.06,216,"0.75","0.75","0.25","18",TRUE,FALSE
"1",39848,-0.04,240,"1","0.5","1","18",TRUE,TRUE
"1",19257,-0.08,240,"0.75","0.75","0.75","9",FALSE,TRUE
"1",51962,0.04,204,"0.5","1","1","12",FALSE,TRUE
"1",59205,0.04,72,"0.5","1","0.5","18",FALSE,TRUE
"1",34939,0.07,111,"0.75","0.75","0.75","15",TRUE,FALSE
"1",41581,0.05,38,"1","0.5","0.75","12",TRUE,TRUE
"1",53293,-0.01,228,"0.75","0.75","1","18",FALSE,TRUE
"1",18786,-0.02,216,"1","0.5","0.25","9",TRUE,TRUE
"1",34204,0.04,63,"1","0.5","0.25","12",FALSE,TRUE
"1",18453,0.04,177,"0.5","1","0.5","12",FALSE,FALSE
"1",40423,0.05,144,"0.75","0.75","0.5","15",TRUE,FALSE
"1",19798,0,108,"1","0.5","1","3",TRUE,FALSE
"1",15791,-0.01,196,"1","0.5","0.5","6",TRUE,TRUE
"1",52188,0.05,130,"1","0.5","1","12",FALSE,FALSE
"1",34579,0.01,156,"1","0.5","0.75","6",TRUE,FALSE
"1",26490,0.05,84,"1","0.5","0.5","12",FALSE,FALSE
"1",17534,-0.04,228,"0.75","0.75","0.75","18",FALSE,FALSE
"1",19733,-0.06,240,"0.5","1","1","18",TRUE,FALSE
"1",36388,-0.08,240,"0.75","0.75","0.25","9",TRUE,TRUE
"1",38721,0,216,"1","0.5","0.5","9",TRUE,FALSE
"1",19731,0.04,132,"0.75","0.75","0.5","9",FALSE,TRUE
"1",18125,-0.08,240,"0.5","1","0.25","9",TRUE,FALSE
"1",33813,0.06,204,"0.75","0.75","0.5","12",TRUE,FALSE
"1",46902,-0.09,240,"1","0.5","0.75","18",TRUE,FALSE
"1",30662,-0.06,240,"0.5","1","0.75","12",TRUE,FALSE
"1",53969,0.03,36,"1","0.5","0.75","6",FALSE,TRUE
"1",16294,-0.02,240,"0.75","0.75","0.25","15",TRUE,TRUE
"1",35129,-0.01,240,"0.75","0.75","0.75","18",FALSE,TRUE
"1",40014,0.03,168,"0.5","1","1","3",FALSE,TRUE
"1",27989,0.05,216,"1","0.5","0.5","12",TRUE,FALSE
"1",46659,0.05,216,"1","0.5","1","12",TRUE,FALSE
"1",57047,-0.01,228,"0.5","1","1","12",TRUE,TRUE
"1",36252,0.05,48,"0.75","0.75","0.5","6",TRUE,TRUE
"1",13530,0.04,168,"0.5","1","0.5","15",FALSE,FALSE
"1",35206,0.05,48,"0.5","1","0.75","15",TRUE,TRUE
"1",19403,0.01,228,"1","0.5","1","18",FALSE,FALSE
"1",28782,0.04,60,"0.75","0.75","0.5","15",FALSE,TRUE
"1",42746,0.06,96,"1","0.5","0.5","6",TRUE,TRUE
"1",24559,-0.02,240,"0.75","0.75","0.5","6",TRUE,TRUE
"1",49408,0.04,56,"0.5","1","0.75","15",FALSE,TRUE
"1",34095,0.04,60,"0.75","0.75","0.75","6",FALSE,TRUE
"1",30053,-0.03,240,"0.5","1","0.25","18",FALSE,FALSE
"1",48161,0.07,108,"0.75","0.75","1","6",TRUE,FALSE
"1",31204,-0.07,240,"1","0.5","1","3",FALSE,FALSE
"1",31099,0.04,36,"0.75","0.75","1","12",FALSE,TRUE
"1",53998,0.05,204,"0.75","0.75","1","12",FALSE,TRUE
"1",48812,-0.02,216,"0.75","0.75","0.75","6",TRUE,FALSE
"1",34230,-0.03,240,"0.75","0.75","0.25","3",FALSE,FALSE
"1",54897,0.04,100,"0.75","0.75","0.75","9",FALSE,TRUE
"1",48657,-0.02,144,"0.75","0.75","0.25","15",TRUE,FALSE
"1",57005,-0.08,240,"0.5","1","0.5","12",TRUE,FALSE
"1",21409,0.06,120,"0.5","1","1","6",TRUE,FALSE
"1",19135,0.04,156,"0.75","0.75","0.5","18",FALSE,TRUE
"1",34429,0.03,204,"1","0.5","0.25","18",TRUE,FALSE
"1",52869,0.04,120,"0.5","1","0.75","18",FALSE,FALSE
"1",20368,0.03,168,"0.75","0.75","0.25","6",FALSE,FALSE
"1",40966,0.06,48,"1","0.5","0.75","12",TRUE,TRUE
"1",43248,0.06,60,"1","0.5","1","18",TRUE,TRUE
"1",34302,0.05,36,"1","0.5","1","9",FALSE,TRUE
"1",43863,-0.14,240,"0.75","0.75","0.25","6",TRUE,FALSE
"1",24258,0.05,156,"0.75","0.75","0.5","12",TRUE,FALSE
"1",44083,-0.01,228,"1","0.5","0.5","6",FALSE,FALSE
"1",38570,-0.11,240,"0.75","0.75","0.75","18",FALSE,FALSE
"1",27321,-0.05,240,"1","0.5","0.75","18",FALSE,FALSE
"1",43222,-0.06,240,"1","0.5","0.5","6",TRUE,FALSE
"1",28164,-0.04,240,"0.75","0.75","0.25","6",FALSE,TRUE
"1",29049,0.07,174,"0.75","0.75","0.75","18",FALSE,FALSE
"1",54251,0.05,144,"1","0.5","0.5","18",TRUE,TRUE
"1",19343,0.05,156,"0.5","1","0.75","12",TRUE,TRUE
"1",16079,0.06,216,"0.75","0.75","0.75","9",FALSE,TRUE
"1",42949,0.05,181,"0.5","1","0.25","9",FALSE,FALSE
"1",28527,-0.05,240,"1","0.5","1","6",TRUE,TRUE
"1",55683,0.04,49,"0.5","1","0.75","15",FALSE,TRUE
"1",58157,0.05,60,"0.5","1","0.75","12",TRUE,TRUE
"1",33944,-0.01,228,"0.75","0.75","1","12",FALSE,TRUE
"1",41357,0.03,192,"0.75","0.75","1","18",TRUE,FALSE
"1",43867,-0.03,240,"0.5","1","0.25","12",FALSE,FALSE
"1",52192,0.04,144,"1","0.5","0.75","12",FALSE,TRUE
"1",15537,0.04,61,"0.5","1","1","18",FALSE,TRUE
"1",43374,-0.06,240,"0.75","0.75","0.75","3",FALSE,FALSE
"1",22884,-0.02,204,"1","0.5","0.25","3",TRUE,FALSE
"1",30332,-0.03,240,"1","0.5","1","12",TRUE,FALSE
"1",38562,-0.03,217,"0.5","1","0.5","12",FALSE,FALSE
"1",45330,0.04,36,"0.75","0.75","0.75","3",TRUE,TRUE
"1",28066,0,216,"1","0.5","0.75","6",TRUE,TRUE
"1",56949,0.05,132,"0.5","1","0.75","15",TRUE,FALSE
"1",37125,-0.07,240,"0.75","0.75","0.5","18",TRUE,TRUE
"1",19190,0.05,60,"1","0.5","1","12",FALSE,TRUE
"1",15149,0.09,216,"1","0.5","0.75","6",TRUE,FALSE
"1",21145,0,168,"1","0.5","0.75","3",TRUE,FALSE
"2",51679,0.05,72,"0.5","1","1","6",FALSE,FALSE
"2",36286,0.04,87,"0.5","1","0.75","3",FALSE,TRUE
"2",13894,0.05,36,"1","0.5","1","15",FALSE,FALSE
"2",14987,0.05,96,"0.75","0.75","0.5","15",FALSE,FALSE
"2",45709,0.05,108,"0.75","0.75","0.25","9",FALSE,TRUE
"2",60614,0.05,84,"0.5","1","1","9",FALSE,FALSE
"2",54067,0.05,48,"0.5","1","1","9",FALSE,FALSE
"2",20998,0.07,48,"0.75","0.75","1","6",TRUE,FALSE
"2",48170,0.04,36,"0.75","0.75","0.5","12",FALSE,TRUE
"2",39664,0.06,84,"1","0.5","0.5","18",TRUE,TRUE
"2",37532,0.04,132,"0.5","1","0.25","15",FALSE,TRUE
"2",21199,0.06,72,"1","0.5","0.5","15",TRUE,FALSE
"2",25021,0.06,72,"0.5","1","1","15",FALSE,FALSE
"2",42176,0.05,72,"0.5","1","1","9",FALSE,TRUE
"2",13449,0.06,60,"0.75","0.75","0.25","12",TRUE,FALSE
"2",41436,0.06,48,"0.75","0.75","0.5","12",TRUE,TRUE
"2",17711,0.06,72,"0.75","0.75","1","3",TRUE,FALSE
"2",40800,0.04,48,"0.5","1","1","15",FALSE,TRUE
"2",38339,0.06,132,"0.5","1","0.5","6",TRUE,FALSE
"2",17428,0.06,60,"0.5","1","1","18",TRUE,FALSE
"2",36525,0.05,84,"0.75","0.75","0.25","6",FALSE,FALSE
"2",13976,0.05,48,"0.5","1","0.5","18",FALSE,FALSE
"2",12083,0.04,36,"1","0.5","1","3",FALSE,TRUE
"2",16457,0.05,24,"0.5","1","1","15",TRUE,TRUE
"2",40753,0.06,103,"0.5","1","0.5","18",TRUE,FALSE
"2",51295,0.06,60,"0.75","0.75","0.25","12",TRUE,FALSE
"2",56855,0.05,96,"0.5","1","0.75","18",TRUE,TRUE
"2",22542,0.05,12,"0.5","1","1","9",TRUE,TRUE
"2",16798,0.05,36,"0.5","1","1","6",FALSE,FALSE
"2",52157,0.05,120,"0.5","1","0.25","15",TRUE,TRUE
"2",24306,0.05,24,"0.75","0.75","0.75","6",TRUE,TRUE
"2",12255,0.06,60,"0.75","0.75","0.5","6",TRUE,FALSE
"2",45999,0.04,108,"0.75","0.75","0.25","12",FALSE,TRUE
"2",15408,0.05,36,"1","0.5","0.5","12",TRUE,TRUE
"2",17888,0.04,45,"1","0.5","0.75","3",FALSE,TRUE
"2",52089,0.05,96,"0.75","0.75","0.5","18",FALSE,TRUE
"2",20237,0.06,122,"0.75","0.75","1","15",FALSE,FALSE
"2",18420,0.06,96,"0.75","0.75","0.5","9",TRUE,FALSE
"2",23812,0.05,24,"1","0.5","0.25","9",TRUE,TRUE
"2",54155,0.04,60,"0.75","0.75","0.75","15",FALSE,TRUE
"2",57246,0.05,72,"1","0.5","1","6",FALSE,FALSE
"2",13609,0.05,48,"1","0.5","0.25","6",TRUE,TRUE
"2",41441,0.07,84,"1","0.5","0.75","9",TRUE,FALSE
"2",48229,0.07,84,"1","0.5","0.5","18",TRUE,FALSE
"2",42559,0.05,84,"0.5","1","1","6",TRUE,TRUE
"2",27004,0.05,48,"0.5","1","0.5","18",TRUE,TRUE
"2",34658,0.05,72,"0.75","0.75","0.5","18",FALSE,FALSE
"2",20250,0.05,48,"1","0.5","1","3",FALSE,FALSE
"2",54950,0.07,108,"0.5","1","1","12",TRUE,FALSE
"2",44600,0.05,132,"0.5","1","0.25","9",TRUE,TRUE
"2",56078,0.06,144,"0.75","0.75","0.5","3",TRUE,FALSE
"2",26688,0.05,84,"0.5","1","1","3",FALSE,TRUE
"2",35068,0.07,144,"0.5","1","1","9",TRUE,FALSE
"2",14166,0.05,96,"0.75","0.75","0.25","12",TRUE,TRUE
"2",48956,0.05,132,"0.5","1","0.25","9",TRUE,FALSE
"2",18302,0.05,72,"1","0.5","0.25","12",TRUE,FALSE
"2",34229,0.06,68,"0.75","0.75","0.75","12",TRUE,FALSE
"2",18303,0.05,72,"0.5","1","1","9",FALSE,TRUE
"2",32566,0.05,36,"0.5","1","0.75","15",TRUE,TRUE
"2",52836,0.06,72,"0.75","0.75","0.5","3",TRUE,FALSE
"2",52305,0.06,144,"0.5","1","0.75","12",TRUE,TRUE
"2",34225,0.06,108,"1","0.5","1","12",FALSE,TRUE
"2",41996,0.07,144,"0.5","1","0.75","18",TRUE,FALSE
"2",28987,0.06,84,"1","0.5","0.5","3",TRUE,FALSE
"2",53651,0.06,72,"0.5","1","1","12",TRUE,FALSE
"2",16262,0.08,134,"1","0.5","0.75","18",TRUE,FALSE
"2",30702,0.05,12,"1","0.5","1","15",FALSE,TRUE
"2",12185,0.06,60,"1","0.5","0.75","15",TRUE,FALSE
"2",54117,0.04,36,"0.75","0.75","1","9",FALSE,TRUE
"2",41653,0.06,120,"1","0.5","0.25","15",TRUE,TRUE
"2",44833,0.08,156,"1","0.5","1","3",TRUE,FALSE
"2",44607,0.04,108,"1","0.5","0.25","6",FALSE,TRUE
"2",37782,0.04,72,"0.75","0.75","0.5","6",FALSE,TRUE
"2",43450,0.05,36,"0.5","1","1","3",TRUE,FALSE
"2",22506,0.04,96,"0.75","0.75","0.5","18",FALSE,TRUE
"2",51296,0.05,48,"0.75","0.75","0.5","15",TRUE,TRUE
"2",18668,0.05,60,"1","0.5","0.5","9",FALSE,FALSE
"2",40394,0.06,180,"0.75","0.75","1","3",FALSE,FALSE
"2",16905,0.05,72,"0.5","1","0.75","6",FALSE,FALSE
"2",25433,0.05,12,"0.5","1","1","15",TRUE,TRUE
"2",22909,0.06,108,"1","0.5","0.5","3",FALSE,FALSE
"2",33310,0.07,144,"0.5","1","1","6",TRUE,FALSE
"2",41500,0.04,36,"0.75","0.75","0.75","9",FALSE,TRUE
"2",44682,0.05,84,"1","0.5","0.25","15",FALSE,FALSE
"2",51085,0.07,100,"1","0.5","0.75","9",TRUE,TRUE
"2",48509,0.04,84,"0.5","1","0.25","9",FALSE,TRUE
"2",39430,0.05,72,"0.75","0.75","0.75","9",FALSE,TRUE
"2",13607,0.05,60,"0.5","1","1","9",TRUE,TRUE
"2",39259,0.04,84,"0.5","1","0.25","15",FALSE,TRUE
"2",38576,0.07,108,"1","0.5","1","6",TRUE,FALSE
"2",47220,0.04,24,"0.5","1","1","6",FALSE,TRUE
"2",13108,0.05,60,"1","0.5","0.75","12",FALSE,TRUE
"2",47731,0.04,60,"0.5","1","0.5","9",FALSE,TRUE
"2",31135,0.05,54,"1","0.5","0.5","6",TRUE,TRUE
"2",37681,0.08,163,"1","0.5","1","15",TRUE,FALSE
"2",50258,0.05,36,"0.75","0.75","0.75","15",FALSE,FALSE
"2",23135,0.06,118,"0.75","0.75","0.25","18",TRUE,TRUE
"2",36817,0.08,168,"1","0.5","1","6",FALSE,FALSE
"2",14938,0.04,60,"0.5","1","0.5","6",FALSE,TRUE
"2",21414,0.04,144,"0.75","0.75","0.25","3",FALSE,TRUE
"0.5",18558,-0.04,156,"0.75","0.75","0.25","6",FALSE,TRUE
"0.5",17226,-0.2,229,"1","0.5","0.25","9",FALSE,FALSE
"0.5",25835,-0.09,228,"0.5","1","0.25","9",TRUE,TRUE
"0.5",19408,-0.18,240,"0.75","0.75","0.5","15",TRUE,TRUE
"0.5",50331,-0.07,216,"0.5","1","0.5","15",TRUE,FALSE
"0.5",30846,-0.02,240,"0.75","0.75","0.25","6",FALSE,FALSE
"0.5",34943,-0.07,228,"0.5","1","1","9",FALSE,FALSE
"0.5",26456,-0.09,240,"0.75","0.75","0.75","15",TRUE,FALSE
"0.5",41897,-0.01,228,"0.75","0.75","0.5","6",FALSE,FALSE
"0.5",22274,-0.02,144,"0.75","0.75","1","18",FALSE,FALSE
"0.5",29716,-0.19,240,"0.5","1","0.75","3",TRUE,FALSE
"0.5",50982,-0.05,192,"1","0.5","0.25","9",TRUE,TRUE
"0.5",47026,-0.01,216,"1","0.5","0.25","12",TRUE,TRUE
"0.5",30282,-0.1,240,"1","0.5","1","9",TRUE,TRUE
"0.5",26134,-0.07,240,"0.75","0.75","0.25","15",TRUE,FALSE
"0.5",32578,-0.02,204,"1","0.5","0.25","6",FALSE,FALSE
"0.5",64761,-0.03,156,"0.75","0.75","0.5","18",TRUE,TRUE
"0.5",59600,-0.03,192,"0.75","0.75","1","9",TRUE,FALSE
"0.5",36788,-0.14,240,"0.75","0.75","0.75","18",TRUE,TRUE
"0.5",24129,-0.09,228,"0.75","0.75","0.5","9",TRUE,TRUE
"0.5",34310,-0.07,240,"0.75","0.75","1","15",TRUE,FALSE
"0.5",22444,-0.18,240,"0.75","0.75","0.5","15",TRUE,FALSE
"0.5",63801,-0.03,144,"0.5","1","0.5","18",FALSE,TRUE
"0.5",19967,-0.13,240,"1","0.5","0.75","6",FALSE,TRUE
"0.5",33497,-0.01,192,"0.5","1","1","9",FALSE,FALSE
"0.5",55263,-0.05,240,"1","0.5","1","12",TRUE,TRUE
"0.5",48155,-0.09,240,"1","0.5","0.75","9",TRUE,FALSE
"0.5",42551,-0.19,144,"0.75","0.75","1","12",TRUE,TRUE
"0.5",47704,-0.08,228,"0.5","1","0.5","3",TRUE,TRUE
"0.5",49210,-0.09,196,"1","0.5","1","6",FALSE,FALSE
"0.5",49667,-0.02,132,"0.75","0.75","0.75","6",TRUE,TRUE
"0.5",32226,-0.1,240,"0.75","0.75","0.25","3",FALSE,FALSE
"0.5",48195,-0.13,240,"0.5","1","1","18",FALSE,FALSE
"0.5",37178,-0.13,240,"0.75","0.75","0.75","9",TRUE,FALSE
"0.5",19448,-0.1,240,"1","0.5","1","18",TRUE,TRUE
"0.5",17258,-0.1,240,"0.75","0.75","1","15",FALSE,FALSE
"0.5",32276,-0.16,144,"1","0.5","1","15",TRUE,FALSE
"0.5",43893,-0.21,240,"0.5","1","0.75","9",FALSE,TRUE
"0.5",14356,-0.02,144,"1","0.5","0.25","18",TRUE,TRUE
"0.5",26235,-0.03,240,"0.5","1","0.5","6",FALSE,FALSE
"0.5",34886,-0.14,240,"0.75","0.75","1","6",TRUE,FALSE
"0.5",24619,-0.1,240,"0.75","0.75","0.75","12",TRUE,FALSE
"0.5",21804,-0.13,240,"1","0.5","0.5","9",FALSE,FALSE
"0.5",32304,-0.17,240,"1","0.5","1","3",FALSE,TRUE
"0.5",56757,-0.2,240,"1","0.5","0.5","12",TRUE,FALSE
"0.5",49204,-0.07,240,"1","0.5","0.75","18",TRUE,FALSE
"0.5",49568,-0.03,156,"0.75","0.75","0.75","18",FALSE,TRUE
"0.5",36113,-0.09,240,"0.5","1","0.5","15",FALSE,TRUE
"0.5",45057,-0.15,240,"0.5","1","0.75","9",FALSE,TRUE
"0.5",63813,-0.02,156,"1","0.5","0.25","12",TRUE,FALSE
"0.5",41830,-0.1,240,"0.5","1","0.25","18",FALSE,TRUE
"0.5",49421,-0.18,240,"0.5","1","1","12",TRUE,TRUE
"0.5",37661,-0.09,240,"0.75","0.75","0.5","12",FALSE,TRUE
"0.5",37514,-0.11,240,"1","0.5","0.75","3",TRUE,TRUE
"0.5",31292,-0.08,240,"0.75","0.75","0.75","3",FALSE,FALSE
"0.5",31740,-0.18,240,"0.5","1","0.75","18",TRUE,FALSE
"0.5",29591,-0.03,168,"0.5","1","0.25","6",FALSE,FALSE
"0.5",42750,-0.2,240,"0.5","1","0.75","9",TRUE,TRUE
"0.5",53764,-0.1,228,"1","0.5","1","18",TRUE,TRUE
"0.5",38130,-0.07,228,"0.75","0.75","0.25","3",TRUE,FALSE
"0.5",34212,-0.02,204,"0.5","1","0.75","12",FALSE,TRUE
"0.5",20459,-0.02,180,"0.75","0.75","0.25","15",TRUE,TRUE
"0.5",25872,-0.11,228,"0.75","0.75","1","9",FALSE,FALSE
"0.5",44360,-0.07,240,"1","0.5","0.5","3",FALSE,FALSE
"0.5",61658,-0.03,240,"0.5","1","0.25","18",FALSE,FALSE
"0.5",61195,-0.02,150,"0.75","0.75","0.75","18",FALSE,TRUE
"0.5",51318,-0.13,240,"1","0.5","0.75","9",FALSE,TRUE
"0.5",38876,-0.1,240,"0.5","1","1","15",TRUE,FALSE
"0.5",49917,-0.03,168,"0.75","0.75","0.25","15",FALSE,TRUE
"0.5",40000,-0.02,228,"0.75","0.75","0.25","3",FALSE,FALSE
"0.5",37344,-0.09,240,"1","0.5","0.75","12",TRUE,FALSE
"0.5",67248,-0.05,240,"0.5","1","0.5","9",FALSE,FALSE
"0.5",41038,-0.14,240,"1","0.5","0.75","15",TRUE,FALSE
"0.5",23492,-0.01,204,"1","0.5","0.25","15",FALSE,FALSE
"0.5",61893,-0.01,134,"1","0.5","1","6",FALSE,FALSE
"0.5",47503,-0.15,240,"1","0.5","1","18",FALSE,FALSE
"0.5",55679,-0.06,228,"0.75","0.75","0.75","18",FALSE,FALSE
"0.5",35594,-0.11,240,"0.75","0.75","0.5","6",TRUE,FALSE
"0.5",33087,-0.1,240,"0.75","0.75","1","15",FALSE,FALSE
"0.5",55438,-0.06,156,"0.75","0.75","0.5","12",TRUE,TRUE
"0.5",28543,-0.16,240,"1","0.5","0.5","9",TRUE,FALSE
"0.5",42288,-0.22,240,"1","0.5","0.25","18",TRUE,FALSE
"0.5",25310,-0.15,240,"0.75","0.75","0.5","6",FALSE,TRUE
"0.5",59234,-0.03,144,"0.5","1","0.25","9",FALSE,FALSE
"0.5",60581,-0.03,180,"0.5","1","0.5","15",FALSE,TRUE
"0.5",35700,-0.09,240,"0.75","0.75","0.5","9",FALSE,TRUE
"0.5",43066,-0.12,240,"0.5","1","0.75","9",TRUE,TRUE
"0.5",36739,0,180,"1","0.5","0.5","18",TRUE,TRUE
"0.5",32113,-0.03,156,"1","0.5","0.25","15",FALSE,FALSE
"0.5",28298,-0.12,240,"0.5","1","1","6",TRUE,TRUE
"0.5",23395,-0.14,228,"0.75","0.75","0.5","3",FALSE,FALSE
"0.5",19940,-0.19,240,"0.5","1","0.5","3",TRUE,FALSE
"0.5",36620,-0.03,168,"0.75","0.75","0.25","12",FALSE,TRUE
"0.5",32147,-0.07,228,"0.5","1","0.75","3",FALSE,FALSE
"0.5",43358,-0.1,240,"0.5","1","1","12",TRUE,FALSE
"0.5",59057,-0.1,228,"0.5","1","0.5","6",FALSE,TRUE
"0.5",26109,-0.12,240,"0.75","0.75","0.75","3",TRUE,FALSE
"0.5",19975,-0.03,156,"1","0.5","0.25","15",FALSE,TRUE
"0.5",34391,-0.08,228,"1","0.5","0.25","12",FALSE,FALSE
"1",31346,-0.07,240,"0.5","1","0.5","6",TRUE,TRUE
"0.5",57039,-0.08,240,"0.75","0.75","1","15",FALSE,FALSE
"1",51492,0.06,144,"0.75","0.75","1","18",FALSE,FALSE
"1",43853,-0.1,240,"0.5","1","1","18",TRUE,FALSE
"1",56407,0.07,108,"0.75","0.75","0.75","15",TRUE,FALSE
"1",41918,0.03,168,"0.75","0.75","0.25","3",FALSE,FALSE
"1",38293,0.06,144,"0.75","0.75","1","12",FALSE,TRUE
"1",50586,-0.02,240,"0.5","1","0.25","12",TRUE,TRUE
"1",22011,-0.05,228,"1","0.5","0.75","3",TRUE,TRUE
"1",58258,0.04,96,"0.5","1","0.5","6",TRUE,TRUE
"1",37726,-0.04,133,"0.75","0.75","0.25","15",FALSE,TRUE
"1",43242,0.03,97,"0.75","0.75","0.25","12",FALSE,TRUE
"1",53041,-0.06,240,"0.75","0.75","0.75","12",TRUE,FALSE
"1",53130,0.03,156,"0.5","1","0.75","18",FALSE,TRUE
"1",51329,0.03,72,"0.5","1","1","6",FALSE,TRUE
"1",31179,0.03,60,"0.5","1","0.25","15",TRUE,TRUE
"1",31586,0.06,180,"0.75","0.75","0.25","12",TRUE,FALSE
"1",29085,-0.02,240,"0.5","1","0.75","6",FALSE,FALSE
"1",42693,0.03,62,"0.5","1","1","15",FALSE,TRUE
"1",18415,0.05,36,"0.5","1","0.75","6",TRUE,TRUE
"1",53804,-0.13,240,"0.5","1","0.75","6",TRUE,FALSE
"1",41544,0,216,"0.5","1","1","12",TRUE,FALSE
"1",61921,0.04,204,"0.5","1","0.75","15",TRUE,FALSE
"1",41658,-0.01,237,"0.75","0.75","1","18",FALSE,TRUE
"1",16776,0.03,132,"0.5","1","0.5","15",FALSE,TRUE
"1",18133,0.07,192,"1","0.5","0.5","15",FALSE,FALSE
"1",23577,0.03,120,"0.75","0.75","0.25","6",FALSE,TRUE
"1",46127,-0.08,240,"0.5","1","1","15",TRUE,TRUE
"1",15325,0.03,96,"0.5","1","0.5","9",FALSE,FALSE
"1",15409,0.04,138,"1","0.5","0.75","3",FALSE,FALSE
"1",49849,0,182,"0.75","0.75","0.75","9",TRUE,FALSE
"1",51547,-0.03,240,"0.5","1","1","18",TRUE,FALSE
"1",38484,-0.05,240,"1","0.5","1","12",TRUE,TRUE
"1",25973,0.04,156,"0.5","1","0.75","3",TRUE,TRUE
"1",51311,-0.09,240,"0.75","0.75","1","15",FALSE,FALSE
"1",22685,-0.1,240,"0.75","0.75","0.25","12",FALSE,FALSE
"1",32694,0.06,151,"0.5","1","1","15",TRUE,TRUE
"1",34969,-0.03,240,"0.5","1","0.25","18",TRUE,TRUE
"1",37962,0.01,228,"0.75","0.75","0.75","12",FALSE,TRUE
"1",21345,0.05,123,"1","0.5","0.75","18",FALSE,TRUE
"1",49660,0.05,60,"0.5","1","1","18",FALSE,TRUE
"1",56444,0.03,60,"0.75","0.75","0.5","9",FALSE,TRUE
"1",15818,0.06,157,"1","0.5","0.5","18",TRUE,TRUE
"1",23217,-0.08,240,"0.75","0.75","0.5","3",FALSE,FALSE
"1",21186,0.05,144,"1","0.5","0.75","6",FALSE,FALSE
"1",28115,-0.03,192,"0.5","1","0.25","15",TRUE,TRUE
"1",55878,0.03,156,"0.75","0.75","0.75","9",TRUE,FALSE
"1",49176,0.05,156,"0.5","1","1","18",FALSE,TRUE
"1",57506,0.05,156,"1","0.5","0.5","3",FALSE,TRUE
"1",31837,0.03,204,"0.5","1","0.5","6",FALSE,TRUE
"1",44454,0.06,204,"0.5","1","0.5","3",TRUE,FALSE
"1",56901,-0.08,240,"1","0.5","0.25","6",TRUE,FALSE
"1",22174,0.05,132,"0.5","1","0.5","6",TRUE,TRUE
"1",28232,-0.01,204,"0.75","0.75","0.25","12",TRUE,FALSE
"1",29146,0.02,196,"1","0.5","0.5","9",FALSE,TRUE
"1",16167,0.05,180,"0.75","0.75","0.25","3",FALSE,FALSE
"1",34594,0.07,144,"1","0.5","1","18",FALSE,TRUE
