"technology.increase","kpi_expenditure","kpi_final_gap","kpi_failure_count","behavior_importance_tendency","behavior_knowledge_tendency","behavior_target_tendency","behavior_price_tendency","behavior_sq_investment","behavior_centralized"
"2",26795,0.05,156,"0.75","0.75","0.25","3",FALSE,FALSE
"2",33526,0.05,36,"0.5","1","0.5","9",TRUE,FALSE
"2",36809,0.07,108,"1","0.5","0.75","3",TRUE,FALSE
"2",35899,0.05,48,"0.5","1","0.5","12",TRUE,TRUE
"2",17803,0.06,108,"0.75","0.75","0.5","18",TRUE,TRUE
"2",50127,0.05,36,"0.5","1","1","12",FALSE,FALSE
"2",33676,0.06,60,"1","0.5","0.5","12",TRUE,FALSE
"2",41572,0.05,48,"0.75","0.75","0.75","15",FALSE,TRUE
"2",52630,0.05,108,"1","0.5","0.5","3",FALSE,FALSE
"2",47134,0.07,138,"1","0.5","0.5","6",TRUE,TRUE
"2",42164,0.05,108,"1","0.5","0.75","12",FALSE,TRUE
"2",53939,0.06,120,"0.5","1","1","6",FALSE,FALSE
"2",18656,0.06,144,"0.5","1","0.25","9",TRUE,FALSE
"2",21024,0.06,84,"0.5","1","0.75","15",TRUE,FALSE
"2",22413,0.05,36,"1","0.5","1","15",TRUE,TRUE
"2",33096,0.04,36,"1","0.5","1","9",FALSE,TRUE
"2",17057,0.06,72,"0.75","0.75","1","12",TRUE,FALSE
"2",28593,0.05,62,"0.5","1","1","15",FALSE,TRUE
"2",18850,0.05,60,"0.75","0.75","1","3",FALSE,FALSE
"2",21865,0.05,24,"0.75","0.75","0.75","12",TRUE,TRUE
"2",41914,0.05,108,"1","0.5","0.25","6",TRUE,TRUE
"2",49689,0.05,72,"0.75","0.75","0.75","6",FALSE,TRUE
"2",29059,0.05,96,"0.5","1","0.25","12",TRUE,TRUE
"2",17917,0.04,36,"0.5","1","0.5","15",FALSE,TRUE
"2",15104,0.05,84,"0.75","0.75","0.5","3",TRUE,TRUE
"2",26794,0.04,72,"0.75","0.75","0.5","9",FALSE,TRUE
"2",48086,0.05,36,"0.5","1","1","15",FALSE,FALSE
"2",17563,0.05,36,"1","0.5","0.5","12",FALSE,FALSE
"2",42771,0.05,144,"0.75","0.75","0.5","15",FALSE,TRUE
"2",18675,0.06,84,"0.75","0.75","0.5","18",TRUE,FALSE
"2",31781,0.07,151,"0.75","0.75","0.75","3",TRUE,FALSE
"2",55236,0.07,108,"0.75","0.75","0.5","12",TRUE,FALSE
"2",44947,0.06,84,"1","0.5","0.75","18",TRUE,TRUE
"2",24322,0.05,60,"0.5","1","0.75","12",FALSE,FALSE
"2",35392,0.06,36,"1","0.5","1","18",TRUE,TRUE
"2",41524,0.04,72,"0.75","0.75","0.5","3",FALSE,TRUE
"2",47439,0.06,60,"0.5","1","1","3",TRUE,FALSE
"2",31115,0.05,156,"0.5","1","0.75","6",FALSE,TRUE
"2",29107,0.05,72,"0.5","1","0.75","6",TRUE,TRUE
"2",27089,0.05,36,"0.75","0.75","0.5","9",FALSE,TRUE
"2",40598,0.05,72,"0.75","0.75","0.25","12",TRUE,TRUE
"2",51370,0.05,96,"0.75","0.75","0.25","15",FALSE,TRUE
"2",24698,0.05,84,"0.75","0.75","0.75","15",FALSE,TRUE
"2",30705,0.06,48,"1","0.5","0.25","15",TRUE,FALSE
"2",44547,0.06,108,"0.5","1","1","18",TRUE,FALSE
"2",38514,0.06,84,"0.75","0.75","0.5","18",FALSE,FALSE
"2",51172,0.05,96,"0.5","1","0.25","6",TRUE,TRUE
"2",46022,0.05,24,"0.75","0.75","1","6",FALSE,FALSE
"2",47021,0.07,60,"1","0.5","0.75","9",TRUE,FALSE
"2",52378,0.06,120,"1","0.5","0.25","18",TRUE,TRUE
"2",28104,0.05,36,"1","0.5","0.25","12",TRUE,TRUE
"2",54792,0.05,72,"1","0.5","0.75","3",FALSE,TRUE
"2",34329,0.05,36,"0.5","1","1","12",TRUE,TRUE
"2",19485,0.04,60,"0.5","1","0.5","9",FALSE,TRUE
"2",28689,0.05,189,"1","0.5","0.25","15",FALSE,TRUE
"2",39299,0.05,36,"0.5","1","0.75","6",FALSE,FALSE
"2",38346,0.06,108,"1","0.5","0.25","12",TRUE,FALSE
"2",13824,0.07,168,"1","0.5","1","15",FALSE,FALSE
"2",35430,0.05,96,"0.5","1","0.5","15",TRUE,TRUE
"2",54960,0.06,132,"0.5","1","1","15",TRUE,TRUE
"0.5",35834,-0.02,132,"1","0.5","0.75","15",FALSE,TRUE
"0.5",59059,-0.09,240,"0.75","0.75","0.5","3",FALSE,FALSE
"0.5",43567,-0.08,148,"1","0.5","0.5","12",TRUE,TRUE
"0.5",23778,-0.22,240,"0.5","1","0.25","18",TRUE,TRUE
"0.5",21434,-0.03,150,"1","0.5","0.25","12",FALSE,TRUE
"0.5",49226,-0.07,152,"0.75","0.75","0.75","18",TRUE,FALSE
"0.5",36329,-0.06,216,"1","0.5","0.75","15",FALSE,FALSE
"0.5",57180,-0.11,240,"0.5","1","0.75","3",FALSE,TRUE
"0.5",48758,-0.03,156,"1","0.5","0.5","15",TRUE,TRUE
"0.5",44106,-0.14,240,"0.5","1","0.5","12",FALSE,FALSE
"0.5",27167,-0.14,240,"1","0.5","0.25","3",TRUE,TRUE
"0.5",33934,-0.07,239,"0.75","0.75","1","6",FALSE,TRUE
"0.5",28456,-0.02,132,"0.75","0.75","0.75","18",FALSE,TRUE
"0.5",25318,-0.15,240,"0.75","0.75","0.75","9",FALSE,TRUE
"0.5",42403,-0.04,168,"0.5","1","0.25","6",TRUE,TRUE
"0.5",26221,-0.04,144,"0.5","1","0.5","6",FALSE,TRUE
"0.5",37961,-0.15,240,"0.5","1","1","9",FALSE,TRUE
"0.5",46673,-0.04,192,"0.5","1","0.25","12",FALSE,TRUE
"0.5",26170,-0.16,240,"0.75","0.75","1","12",TRUE,TRUE
"0.5",36545,-0.09,240,"0.75","0.75","0.25","6",FALSE,FALSE
"0.5",40963,-0.01,204,"0.75","0.75","0.5","3",TRUE,TRUE
"0.5",20827,-0.03,144,"0.5","1","0.25","18",FALSE,TRUE
"0.5",35231,-0.01,156,"0.75","0.75","0.5","15",TRUE,FALSE
"0.5",36441,-0.09,204,"0.75","0.75","0.25","6",TRUE,TRUE
"0.5",22057,-0.03,144,"0.75","0.75","0.25","9",FALSE,FALSE
"0.5",23251,-0.07,228,"0.75","0.75","0.75","18",TRUE,TRUE
"0.5",46669,-0.08,240,"1","0.5","0.25","18",TRUE,FALSE
"0.5",23030,-0.16,240,"1","0.5","1","15",FALSE,TRUE
"0.5",19239,-0.01,240,"1","0.5","0.5","6",FALSE,TRUE
"0.5",25403,-0.01,240,"0.5","1","0.25","12",TRUE,FALSE
"0.5",54736,-0.02,156,"1","0.5","0.25","15",TRUE,TRUE
"0.5",44328,-0.13,240,"1","0.5","0.5","12",TRUE,TRUE
"0.5",61023,-0.1,240,"0.5","1","0.5","6",FALSE,FALSE
"0.5",24667,0,143,"1","0.5","0.5","15",TRUE,FALSE
"0.5",41277,-0.12,240,"0.75","0.75","0.75","3",TRUE,TRUE
"0.5",58091,-0.04,156,"0.5","1","0.5","3",FALSE,TRUE
"0.5",49894,-0.12,240,"1","0.5","0.75","15",FALSE,TRUE
"0.5",24984,-0.01,152,"1","0.5","0.75","18",FALSE,TRUE
"0.5",26337,0,192,"1","0.5","0.75","9",FALSE,TRUE
"0.5",46418,-0.2,240,"0.5","1","0.25","15",TRUE,FALSE
"0.5",38470,-0.21,228,"0.5","1","1","3",FALSE,FALSE
"0.5",22851,-0.11,240,"0.75","0.75","0.5","9",TRUE,FALSE
"0.5",56420,-0.12,240,"1","0.5","0.5","12",FALSE,FALSE
"0.5",19975,-0.12,240,"1","0.5","0.5","6",FALSE,FALSE
"0.5",50461,-0.02,240,"1","0.5","0.25","18",FALSE,FALSE
"0.5",46314,-0.03,144,"0.5","1","0.25","18",FALSE,TRUE
"0.5",35459,-0.03,168,"1","0.5","0.25","18",TRUE,TRUE
"0.5",44402,-0.2,240,"0.75","0.75","0.25","12",TRUE,TRUE
"0.5",30394,-0.13,240,"0.75","0.75","0.5","3",TRUE,TRUE
"0.5",59473,-0.01,204,"0.75","0.75","0.5","6",FALSE,FALSE
"0.5",23095,-0.11,240,"1","0.5","0.75","12",FALSE,TRUE
"0.5",33638,-0.01,132,"0.5","1","1","9",TRUE,FALSE
"0.5",22252,-0.12,240,"1","0.5","0.75","6",FALSE,TRUE
"0.5",38661,-0.01,240,"1","0.5","0.25","12",TRUE,TRUE
"0.5",24591,-0.23,240,"0.5","1","0.75","12",TRUE,FALSE
"0.5",39422,-0.19,240,"0.5","1","1","15",FALSE,FALSE
"0.5",34541,-0.07,228,"0.75","0.75","0.75","18",FALSE,TRUE
"0.5",19942,-0.14,240,"1","0.5","0.75","6",TRUE,FALSE
"0.5",28671,-0.12,240,"1","0.5","0.5","15",TRUE,FALSE
"0.5",31482,-0.18,240,"1","0.5","1","12",TRUE,FALSE
"0.5",21170,-0.21,240,"0.5","1","1","18",TRUE,FALSE
"0.5",44952,-0.08,204,"0.5","1","1","6",FALSE,FALSE
"0.5",45125,-0.09,192,"1","0.5","0.75","12",TRUE,FALSE
"0.5",53507,-0.14,240,"0.5","1","0.75","18",TRUE,FALSE
"0.5",16125,-0.02,144,"0.75","0.75","0.5","3",TRUE,TRUE
"0.5",32246,-0.02,136,"1","0.5","0.5","12",FALSE,TRUE
"0.5",49574,-0.11,240,"0.75","0.75","1","6",FALSE,FALSE
"0.5",29944,-0.07,228,"0.75","0.75","0.5","12",TRUE,TRUE
"0.5",49341,-0.09,228,"0.75","0.75","1","9",TRUE,FALSE
"0.5",55546,-0.06,168,"1","0.5","0.25","9",FALSE,TRUE
"0.5",45264,-0.14,240,"0.75","0.75","0.75","9",TRUE,TRUE
"0.5",60943,-0.03,156,"0.75","0.75","0.5","12",FALSE,TRUE
"0.5",30209,-0.13,240,"0.5","1","0.75","12",TRUE,TRUE
"0.5",34045,-0.01,132,"1","0.5","0.5","3",TRUE,FALSE
"0.5",43665,-0.06,240,"0.5","1","0.25","15",TRUE,FALSE
"0.5",24812,-0.11,168,"0.5","1","0.25","3",FALSE,TRUE
"0.5",34346,-0.02,142,"0.75","0.75","1","12",FALSE,TRUE
"0.5",24063,-0.24,240,"0.5","1","1","18",TRUE,TRUE
"0.5",36684,-0.14,240,"0.5","1","0.25","18",TRUE,TRUE
"0.5",14407,-0.03,228,"0.5","1","0.5","12",FALSE,TRUE
"0.5",31464,-0.02,156,"0.5","1","0.75","18",TRUE,TRUE
"0.5",50407,-0.15,240,"0.75","0.75","1","15",TRUE,TRUE
"0.5",22517,-0.19,240,"0.75","0.75","0.25","3",TRUE,FALSE
"0.5",19499,-0.14,240,"1","0.5","0.75","12",TRUE,FALSE
"0.5",48372,-0.06,216,"0.75","0.75","0.5","6",TRUE,FALSE
"0.5",30671,-0.08,240,"0.5","1","0.25","3",TRUE,TRUE
"0.5",26417,-0.03,147,"0.75","0.75","0.75","6",FALSE,TRUE
"0.5",27269,0,144,"1","0.5","0.75","15",TRUE,TRUE
"0.5",62639,-0.07,228,"0.5","1","0.75","6",TRUE,TRUE
"0.5",51135,-0.12,240,"0.75","0.75","1","15",TRUE,FALSE
"0.5",37074,-0.05,168,"0.5","1","0.25","9",TRUE,TRUE
"0.5",51637,-0.14,217,"1","0.5","0.5","6",TRUE,FALSE
"0.5",39618,-0.1,240,"1","0.5","0.75","9",TRUE,TRUE
"0.5",37255,-0.12,133,"0.75","0.75","1","18",TRUE,FALSE
"0.5",45127,-0.11,240,"0.75","0.75","1","12",FALSE,FALSE
"0.5",38352,-0.21,240,"0.5","1","0.75","9",FALSE,FALSE
"0.5",53879,-0.21,240,"0.5","1","0.25","18",TRUE,TRUE
"0.5",32865,-0.15,240,"0.75","0.75","1","3",TRUE,FALSE
"0.5",15850,-0.09,240,"0.5","1","0.25","9",TRUE,TRUE
"1",42411,-0.02,240,"0.5","1","0.75","6",FALSE,FALSE
"0.5",45097,-0.01,144,"1","0.5","0.75","6",TRUE,TRUE
"1",47495,0.04,65,"0.5","1","1","6",FALSE,TRUE
"1",33579,0.04,72,"0.75","0.75","0.25","3",TRUE,FALSE
"1",18080,0.04,48,"1","0.5","0.25","12",FALSE,TRUE
"1",16173,0.04,156,"0.5","1","0.75","12",FALSE,FALSE
"1",36526,0,168,"0.5","1","0.75","6",FALSE,FALSE
"1",15530,0.04,36,"1","0.5","1","6",FALSE,TRUE
"1",33722,0.05,216,"0.5","1","0.25","15",FALSE,FALSE
"1",40183,0.05,204,"0.5","1","1","3",FALSE,TRUE
"1",25242,-0.01,216,"0.5","1","0.75","12",TRUE,FALSE
"1",17102,-0.01,192,"1","0.5","0.75","15",TRUE,TRUE
"1",23453,-0.1,240,"1","0.5","0.5","15",TRUE,FALSE
"1",33664,0.04,192,"0.5","1","0.25","15",FALSE,FALSE
"1",28086,0.05,132,"0.75","0.75","0.75","3",TRUE,FALSE
"1",43796,0.04,120,"0.75","0.75","0.75","12",FALSE,FALSE
"1",54765,0.05,48,"0.5","1","0.75","3",TRUE,TRUE
"1",49144,0.05,216,"0.75","0.75","0.5","12",FALSE,TRUE
"1",35867,0.04,96,"1","0.5","0.75","12",TRUE,TRUE
"1",26178,-0.05,216,"0.5","1","1","9",TRUE,FALSE
"1",47158,-0.01,229,"0.75","0.75","0.75","15",FALSE,TRUE
"1",47069,0.01,216,"0.75","0.75","1","15",TRUE,TRUE
"1",25806,0.01,188,"1","0.5","1","18",FALSE,FALSE
"1",51278,0.01,204,"1","0.5","0.75","18",TRUE,TRUE
"1",35774,0.05,108,"0.75","0.75","1","3",TRUE,FALSE
"1",27918,-0.07,240,"0.5","1","0.75","3",TRUE,FALSE
"1",15817,0.04,56,"0.75","0.75","1","15",TRUE,TRUE
"1",53651,-0.07,240,"0.5","1","0.5","6",TRUE,FALSE
"1",29279,0.05,137,"0.5","1","0.75","9",TRUE,TRUE
"1",51565,-0.07,240,"0.75","0.75","1","6",FALSE,TRUE
"1",54956,-0.01,201,"1","0.5","0.25","9",TRUE,FALSE
"1",18116,0.04,58,"1","0.5","0.5","6",FALSE,TRUE
"1",31188,-0.08,228,"0.75","0.75","0.5","6",TRUE,TRUE
"1",21088,-0.04,192,"0.75","0.75","0.25","18",FALSE,TRUE
"1",33854,0.06,204,"1","0.5","0.5","6",TRUE,TRUE
"1",24297,-0.05,240,"1","0.5","1","6",FALSE,TRUE
"1",51197,0.05,120,"0.5","1","0.75","6",FALSE,FALSE
"1",41498,0,228,"1","0.5","0.75","18",FALSE,FALSE
"1",23724,-0.01,229,"0.75","0.75","0.25","15",TRUE,TRUE
"1",17982,0.04,192,"0.5","1","1","6",TRUE,TRUE
"1",19858,-0.05,240,"0.75","0.75","1","6",FALSE,FALSE
"1",15208,0.03,36,"0.5","1","0.75","3",FALSE,FALSE
"1",49218,-0.05,240,"1","0.5","0.75","18",FALSE,FALSE
"1",24938,-0.05,240,"1","0.5","0.75","12",TRUE,FALSE
"1",29590,0.04,156,"0.5","1","0.25","12",TRUE,TRUE
"1",35159,0.04,48,"0.5","1","0.5","3",FALSE,TRUE
"1",26802,0.05,204,"0.5","1","0.75","15",TRUE,FALSE
"1",58926,-0.04,132,"0.5","1","0.25","15",FALSE,FALSE
"1",23590,0.04,36,"0.75","0.75","0.75","12",TRUE,TRUE
"1",39596,-0.08,240,"0.5","1","0.5","18",TRUE,FALSE
"1",47021,-0.01,132,"1","0.5","0.5","18",FALSE,FALSE
"1",26328,-0.07,240,"1","0.5","0.5","15",FALSE,TRUE
"1",49907,0.04,77,"0.75","0.75","0.25","3",FALSE,TRUE
"1",35580,0.05,36,"1","0.5","1","3",TRUE,TRUE
"1",17078,-0.06,240,"0.75","0.75","0.75","18",FALSE,FALSE
"1",15456,-0.08,240,"0.75","0.75","0.25","18",TRUE,FALSE
"1",60903,0.06,185,"1","0.5","1","12",TRUE,FALSE
"1",47781,0.03,84,"0.75","0.75","0.25","9",FALSE,TRUE
"1",55138,-0.03,180,"0.75","0.75","0.25","18",FALSE,FALSE
"1",41964,0.04,120,"0.75","0.75","0.75","9",FALSE,FALSE
"1",27875,0.03,115,"0.75","0.75","0.25","9",FALSE,TRUE
"1",21942,-0.03,240,"1","0.5","1","3",FALSE,FALSE
"1",30194,0.04,48,"0.75","0.75","0.75","15",TRUE,FALSE
"1",16962,0,177,"1","0.5","0.75","3",FALSE,FALSE
"1",28087,0.05,48,"1","0.5","0.5","12",TRUE,TRUE
"1",16422,0.05,132,"0.5","1","0.75","18",FALSE,TRUE
"1",26585,0.03,156,"0.5","1","0.5","18",FALSE,TRUE
"1",38200,-0.01,240,"0.75","0.75","0.25","18",TRUE,FALSE
"1",32286,-0.03,120,"0.5","1","0.25","3",TRUE,FALSE
"1",41196,-0.03,204,"0.5","1","0.25","15",FALSE,TRUE
"1",17896,-0.06,240,"0.5","1","0.75","6",TRUE,FALSE
"1",26327,0.05,120,"1","0.5","0.75","9",TRUE,FALSE
"1",32058,-0.09,204,"1","0.5","0.25","12",FALSE,FALSE
"1",54614,-0.1,240,"1","0.5","1","3",FALSE,FALSE
"1",29793,-0.04,240,"1","0.5","0.25","3",FALSE,TRUE
"1",31958,-0.03,228,"1","0.5","0.25","9",FALSE,TRUE
"1",51012,-0.02,240,"1","0.5","0.25","9",TRUE,TRUE
"1",20234,0.03,96,"0.5","1","0.25","6",FALSE,TRUE
"1",17821,0.04,144,"0.75","0.75","0.75","6",FALSE,TRUE
"1",27375,-0.03,240,"0.75","0.75","0.25","9",FALSE,FALSE
"1",15574,0,204,"1","0.5","0.5","18",TRUE,TRUE
"1",14006,0.03,84,"0.75","0.75","0.25","15",FALSE,FALSE
"1",33248,0.03,168,"1","0.5","0.5","18",FALSE,TRUE
"1",32855,0.03,60,"0.5","1","0.25","12",FALSE,TRUE
"1",63676,0.06,20,"0.75","0.75","0.5","15",TRUE,FALSE
"1",39294,-0.02,228,"0.5","1","1","3",FALSE,FALSE
"1",16471,0.01,180,"1","0.5","1","3",FALSE,FALSE
"1",34831,0.04,156,"0.75","0.75","0.5","3",TRUE,TRUE
"1",34824,0.04,168,"0.75","0.75","0.5","18",FALSE,TRUE
"1",34646,-0.04,180,"0.75","0.75","0.25","6",FALSE,TRUE
"1",34249,-0.02,240,"0.5","1","0.5","12",TRUE,TRUE
"1",55689,0.06,156,"0.75","0.75","0.75","12",TRUE,TRUE
"1",53559,0.03,96,"0.5","1","0.75","3",FALSE,TRUE
"1",29199,-0.02,228,"1","0.5","1","3",FALSE,FALSE
"1",23529,0,215,"1","0.5","0.5","6",TRUE,FALSE
"1",39830,-0.02,240,"1","0.5","1","6",TRUE,FALSE
"1",41389,0.03,168,"0.5","1","0.25","6",TRUE,TRUE
"1",26026,-0.08,240,"0.5","1","1","9",FALSE,TRUE
"1",31199,0.02,204,"0.75","0.75","0.5","3",TRUE,FALSE
"1",22139,0.06,132,"0.75","0.75","0.75","3",FALSE,TRUE
"1",42053,0,132,"1","0.5","0.5","9",TRUE,FALSE
"2",51570,0.05,72,"1","0.5","0.25","18",TRUE,TRUE
"2",49416,0.05,84,"1","0.5","0.5","6",FALSE,FALSE
"2",14457,0.06,72,"1","0.5","0.75","3",TRUE,TRUE
"2",14710,0.06,108,"1","0.5","1","12",FALSE,TRUE
"2",17138,0.08,144,"0.75","0.75","1","12",TRUE,FALSE
"2",12066,0.04,48,"0.5","1","0.5","9",FALSE,TRUE
"2",44014,0.06,84,"1","0.5","0.5","15",FALSE,FALSE
"2",19908,0.05,25,"1","0.5","0.75","12",TRUE,TRUE
"2",47407,0.06,96,"1","0.5","1","6",FALSE,FALSE
"2",20451,0.04,36,"0.5","1","0.75","12",FALSE,TRUE
"2",13216,0.04,84,"0.5","1","0.25","9",FALSE,TRUE
"2",25011,0.06,84,"0.75","0.75","0.5","12",TRUE,TRUE
"2",36538,0.05,48,"1","0.5","1","18",FALSE,TRUE
"2",32887,0.06,84,"1","0.5","0.5","12",TRUE,FALSE
"2",48190,0.04,36,"0.5","1","1","3",FALSE,TRUE
"2",48204,0.05,36,"0.5","1","0.5","12",TRUE,TRUE
"2",57490,0.05,36,"0.75","0.75","0.5","15",FALSE,FALSE
"2",37791,0.07,84,"1","0.5","0.75","18",TRUE,TRUE
"2",31889,0.06,144,"0.5","1","0.75","6",TRUE,FALSE
"2",39952,0.05,12,"0.5","1","0.75","3",FALSE,FALSE
"2",11802,0.04,96,"0.5","1","0.25","18",FALSE,TRUE
"2",22409,0.04,12,"0.75","0.75","0.5","6",FALSE,TRUE
"2",16933,0.06,72,"0.5","1","1","15",FALSE,FALSE
"2",46977,0.06,79,"0.75","0.75","0.25","12",TRUE,TRUE
"2",35837,0.05,84,"1","0.5","0.25","6",FALSE,FALSE
"2",44004,0.06,72,"0.75","0.75","1","9",FALSE,FALSE
"2",36425,0.06,122,"0.75","0.75","1","18",TRUE,FALSE
"2",39011,0.05,36,"0.75","0.75","1","3",FALSE,FALSE
"2",51891,0.04,120,"0.5","1","0.25","3",FALSE,TRUE
"2",29700,0.05,144,"0.5","1","0.25","9",TRUE,TRUE
"2",30768,0.05,60,"0.5","1","1","18",FALSE,FALSE
"2",32959,0.05,36,"0.5","1","0.75","18",FALSE,FALSE
"2",17518,0.08,144,"1","0.5","1","6",TRUE,FALSE
"2",38426,0.05,36,"0.5","1","0.75","3",TRUE,FALSE
"2",15139,0.05,36,"1","0.5","1","12",FALSE,FALSE
"2",48350,0.06,120,"1","0.5","0.5","18",FALSE,TRUE
"2",38655,0.07,168,"1","0.5","0.25","9",TRUE,FALSE
"2",17880,0.05,84,"0.75","0.75","0.5","15",FALSE,TRUE
"2",35755,0.05,36,"1","0.5","1","6",FALSE,FALSE
"2",48679,0.06,84,"0.75","0.75","1","6",FALSE,FALSE
"2",31106,0.06,96,"0.5","1","0.25","18",TRUE,FALSE
"2",45384,0.06,72,"0.5","1","1","15",TRUE,FALSE
"2",34319,0.05,120,"1","0.5","0.25","9",FALSE,FALSE
"2",53206,0.05,36,"0.75","0.75","0.75","15",FALSE,FALSE
"2",15409,0.05,72,"0.75","0.75","1","3",FALSE,FALSE
"2",33844,0.06,60,"1","0.5","0.5","3",TRUE,FALSE
"2",22042,0.05,72,"0.5","1","0.5","15",FALSE,TRUE
"2",16794,0.05,72,"0.75","0.75","0.5","6",FALSE,FALSE
"2",35463,0.05,108,"0.5","1","0.25","3",TRUE,TRUE
"2",42419,0.05,39,"1","0.5","0.75","3",TRUE,TRUE
"2",47501,0.05,108,"0.5","1","1","3",FALSE,TRUE
"2",41820,0.05,120,"0.75","0.75","0.5","9",FALSE,TRUE
"2",24036,0.05,12,"0.5","1","0.75","15",FALSE,FALSE
"2",17140,0.06,72,"1","0.5","0.75","6",TRUE,FALSE
"2",35605,0.05,48,"1","0.5","1","15",FALSE,TRUE
"2",24429,0.06,192,"0.5","1","0.25","12",TRUE,FALSE
"2",34098,0.06,72,"1","0.5","0.5","12",FALSE,FALSE
"2",50988,0.06,99,"1","0.5","0.5","15",FALSE,FALSE
"2",21091,0.05,12,"0.5","1","0.75","3",TRUE,TRUE
"2",15921,0.05,21,"0.5","1","0.75","15",TRUE,FALSE
"2",25047,0.05,81,"1","0.5","1","9",FALSE,TRUE
"2",21709,0.08,144,"1","0.5","1","12",TRUE,FALSE
"2",51056,0.07,180,"0.75","0.75","0.5","6",TRUE,FALSE
"2",18798,0.06,36,"0.75","0.75","0.75","3",TRUE,FALSE
"2",17774,0.06,60,"1","0.5","0.75","12",TRUE,TRUE
"2",43650,0.04,36,"0.5","1","0.75","9",FALSE,TRUE
"2",25581,0.04,48,"0.75","0.75","0.25","9",FALSE,TRUE
"2",37060,0.04,36,"0.5","1","1","3",FALSE,TRUE
"2",17721,0.07,120,"1","0.5","1","15",TRUE,FALSE
"2",15601,0.05,120,"0.5","1","0.25","12",FALSE,FALSE
"2",42329,0.05,96,"0.75","0.75","0.75","9",FALSE,TRUE
"2",13159,0.04,72,"0.75","0.75","1","15",FALSE,TRUE
"2",52124,0.05,72,"1","0.5","1","3",FALSE,TRUE
"2",36218,0.06,144,"0.5","1","0.5","12",TRUE,FALSE
"2",49221,0.05,144,"0.5","1","0.25","18",FALSE,TRUE
"2",43403,0.05,120,"1","0.5","0.25","3",TRUE,FALSE
"2",44272,0.05,32,"0.75","0.75","0.5","15",TRUE,TRUE
"2",40310,0.05,96,"1","0.5","0.5","3",FALSE,TRUE
"2",38663,0.05,108,"1","0.5","0.5","12",FALSE,FALSE
"2",46114,0.04,36,"0.5","1","0.5","9",FALSE,TRUE
"2",39538,0.04,36,"1","0.5","1","6",FALSE,TRUE
"2",29151,0.07,144,"1","0.5","0.75","12",TRUE,FALSE
"2",41342,0.05,60,"1","0.5","1","15",FALSE,TRUE
"2",38388,0.05,24,"0.5","1","1","3",FALSE,FALSE
"2",42316,0.05,84,"0.5","1","0.25","12",FALSE,FALSE
"2",33616,0.07,131,"1","0.5","1","15",FALSE,TRUE
"2",19685,0.06,77,"1","0.5","1","12",FALSE,FALSE
"2",23637,0.05,24,"0.5","1","1","12",FALSE,FALSE
"2",15487,0.05,24,"0.5","1","0.75","15",TRUE,TRUE
"2",17435,0.04,24,"1","0.5","1","18",FALSE,TRUE
"2",29449,0.04,48,"1","0.5","0.75","12",FALSE,TRUE
"2",47586,0.05,120,"0.5","1","0.5","6",TRUE,TRUE
"2",51401,0.06,60,"0.5","1","0.5","18",TRUE,FALSE
"2",22138,0.05,84,"0.5","1","0.75","3",FALSE,FALSE
"2",38606,0.04,60,"0.5","1","1","15",FALSE,TRUE
"2",32111,0.05,120,"1","0.5","0.25","12",FALSE,FALSE
"2",48459,0.05,36,"0.5","1","0.75","3",TRUE,TRUE
"2",44829,0.07,135,"1","0.5","0.5","9",TRUE,TRUE
"2",41714,0.04,144,"0.5","1","0.25","18",FALSE,TRUE
"2",17422,0.06,156,"1","0.5","0.25","18",TRUE,TRUE
"0.5",57818,-0.02,144,"1","0.5","0.75","12",FALSE,TRUE
"0.5",50397,-0.2,240,"0.75","0.75","0.25","3",TRUE,FALSE
"0.5",57540,-0.08,240,"1","0.5","0.25","15",TRUE,TRUE
"0.5",24248,-0.18,240,"1","0.5","0.75","3",FALSE,TRUE
"0.5",19523,-0.03,156,"1","0.5","0.25","3",FALSE,TRUE
"0.5",40832,-0.06,228,"1","0.5","1","9",FALSE,TRUE
"0.5",21284,-0.08,204,"1","0.5","0.5","9",FALSE,TRUE
"0.5",39101,-0.12,240,"0.5","1","1","18",TRUE,TRUE
"0.5",47278,-0.01,132,"1","0.5","1","12",FALSE,TRUE
"0.5",41016,-0.03,156,"0.5","1","0.5","12",TRUE,TRUE
"0.5",25078,-0.15,240,"0.5","1","0.25","6",TRUE,FALSE
"0.5",55458,-0.05,216,"1","0.5","1","6",FALSE,TRUE
"0.5",50151,-0.07,240,"1","0.5","1","6",TRUE,TRUE
"0.5",44258,-0.12,240,"1","0.5","0.25","18",TRUE,FALSE
"0.5",29248,-0.12,240,"0.5","1","0.75","18",TRUE,FALSE
"0.5",21012,-0.14,240,"1","0.5","0.75","12",TRUE,FALSE
"0.5",50237,-0.01,144,"1","0.5","0.5","18",TRUE,FALSE
"0.5",27839,0,159,"1","0.5","1","9",FALSE,TRUE
"0.5",56602,-0.11,240,"0.5","1","0.5","6",FALSE,TRUE
"0.5",31817,-0.1,240,"1","0.5","1","9",FALSE,TRUE
"0.5",37535,-0.02,132,"0.5","1","0.5","15",TRUE,FALSE
"0.5",19005,-0.17,240,"1","0.5","0.5","18",TRUE,TRUE
"0.5",46345,-0.07,240,"1","0.5","0.5","9",TRUE,TRUE
"0.5",35421,-0.05,192,"0.5","1","0.25","12",FALSE,FALSE
"0.5",46229,0,112,"0.75","0.75","1","12",TRUE,FALSE
